epoch,stage,sampling_mode,total,pde,boundary,positivity,w_pde,w_terminal,w_anchor,w_farfield,w_boundary,w_positivity,grad_norm,val_price_q95,val_low_rho_q95,val_residual_q95,val_composite,best_val_composite
1,adam,static_oversampling,7.4107866287231445,11.029617309570312,0.0,0.0,0.07208970878941201,43.6197783476155,27.273347109162483,7.453702305907667,0.0,0.0,9.555962942962722,594.85070274128,518.9579229744634,4.6420070648193255,594.85070274128,594.85070274128
26,adam,static_oversampling,1.7837884426116943,1.6822054386138916,0.0,0.0,0.10497851326245215,41.51387853842223,26.237898425826625,8.56665815508705,0.0,0.0,4.351627000094418,255.46842199206313,169.82640053115875,1.5602192819118483,255.46842199206313,255.46842199206313
52,adam,static_oversampling,0.14850421249866486,0.15139010548591614,0.0,0.0,0.27442597505565974,39.3848729525554,25.34155438407856,9.365576450985625,0.0,0.0,3.7579502885423777,31.622993914761416,33.29815892317038,0.45488465279340723,33.29815892317038,33.29815892317038
78,adam,static_oversampling,0.04880699887871742,0.00725853256881237,0.0,0.0,0.8210013098851884,37.65617619444915,24.692821232803617,9.14883321727276,0.0,0.0,2.835781500009371,37.44259436277871,39.007107471003565,0.14898586496710778,39.007107471003565,33.29815892317038
104,adam,full_baac,0.041486065834760666,0.005366766359657049,0.0,0.0,1.1478942385652937,36.050000000000004,24.119999999999994,8.959999999999999,0.0,0.0,0.7742716830785238,34.34467100089976,36.0834420004008,0.1470674254000187,36.0834420004008,33.29815892317038
130,adam,full_baac,0.028502851724624634,0.004319800063967705,0.0,0.0,1.2547149699531195,34.56250000000001,23.625000000000004,8.8,0.0,0.0,0.0923109662564011,32.9355688086495,34.27498380355742,0.12936266288161277,34.27498380355742,33.29815892317038
156,adam,full_baac,0.02411419339478016,0.003498159348964691,0.0,0.0,1.3659222216295683,33.074999999999996,23.13,8.64,0.0,0.0,0.27481659894203897,32.03330153086012,33.091066093390204,0.12164695113897321,33.091066093390204,33.091066093390204
182,adam,full_baac,0.021212812513113022,0.0028870119713246822,0.0,0.0,1.4809149898031169,31.587499999999995,22.634999999999998,8.479999999999999,0.0,0.0,0.1901059318422018,30.034344895583992,30.66400143719758,0.11852671280503271,30.66400143719758,30.66400143719758
208,adam,full_baac,0.018581200391054153,0.002625867025926709,0.0,0.0,1.5992510791057983,30.099999999999994,22.14,8.32,0.0,0.0,0.37491056614775015,28.851686786657815,29.20542703565217,0.11571929417550562,29.20542703565217,29.20542703565217
234,adam,full_baac,0.016166219487786293,0.0022956226021051407,0.0,0.0,1.720590011076132,28.612499999999994,21.644999999999996,8.16,0.0,0.0,0.5431994687254558,27.509558881232007,27.640737434433742,0.11614791005849838,27.640737434433742,27.640737434433742
