epoch,stage,sampling_mode,total,pde,boundary,positivity,w_pde,w_terminal,w_anchor,w_farfield,w_boundary,w_positivity,grad_norm,val_price_q95,val_low_rho_q95,val_residual_q95,val_composite,best_val_composite
1,adam,static_oversampling,7.712775707244873,11.007152557373047,0.0,0.0,0.07303296754224137,42.22739476936935,27.60205310461009,8.516436629953393,0.0,0.0,11.805950834382427,600.0036912760348,528.2932589912591,4.731631946563712,600.0036912760348,600.0036912760348
26,adam,static_oversampling,1.4084631204605103,0.4547645151615143,0.0,0.0,0.11918871146433876,41.28174286584834,26.091182377785785,8.931299677499894,0.0,0.0,4.44557473426567,185.32658794863656,125.20872863074452,1.1355931341648098,185.32658794863656,185.32658794863656
52,adam,static_oversampling,0.14172261953353882,0.05879388004541397,0.0,0.0,0.35833211234652995,39.34027120893657,25.31285611931831,9.354970322073832,0.0,0.0,1.5417463343377467,44.68676863076218,46.140291436272555,0.36450690478086445,46.140291436272555,46.140291436272555
78,adam,static_oversampling,0.06269512325525284,0.009840923361480236,0.0,0.0,1.0463319544107077,37.5375,24.615000000000002,9.120000000000001,0.0,0.0,3.3862853372387445,42.22446253084302,43.96090481821989,0.16190868765115737,43.96090481821989,43.96090481821989
104,adam,full_baac,0.04941694438457489,0.007873127236962318,0.0,0.0,1.1478942385652937,36.050000000000004,24.119999999999994,8.959999999999999,0.0,0.0,0.9725128539936013,41.06788833146108,42.776766279972456,0.15240988060832023,42.776766279972456,42.776766279972456
130,adam,full_baac,0.03540324419736862,0.006468683946877718,0.0,0.0,1.2547149699531195,34.56250000000001,23.625000000000004,8.8,0.0,0.0,0.09441848911604302,38.12139733530774,39.45047827516088,0.1510019928216934,39.45047827516088,39.45047827516088
156,adam,full_baac,0.030276095494627953,0.005415570456534624,0.0,0.0,1.3659222216295683,33.074999999999996,23.13,8.64,0.0,0.0,0.11314083878588564,37.88689177742663,38.97642708772585,0.1369992636144161,38.97642708772585,38.97642708772585
182,adam,full_baac,0.028913987800478935,0.004684395622462034,0.0,0.0,1.4809149898031169,31.587499999999995,22.634999999999998,8.479999999999999,0.0,0.0,0.24969854226208038,35.98859868314585,36.69395366348933,0.13473284393548965,36.69395366348933,36.69395366348933
208,adam,full_baac,0.02465587481856346,0.004332263953983784,0.0,0.0,1.5992510791057983,30.099999999999994,22.14,8.32,0.0,0.0,0.7584678689344789,34.91312320762937,35.35589532045197,0.12933055534958832,35.35589532045197,35.35589532045197
234,adam,full_baac,0.021468034014105797,0.0037552821449935436,0.0,0.0,1.720590011076132,28.612499999999994,21.644999999999996,8.16,0.0,0.0,0.2631429832661488,33.30952476732384,33.37780211059938,0.12712457403540608,33.37780211059938,33.37780211059938
260,adam,full_baac,0.017497222870588303,0.0035862401127815247,0.0,0.0,1.8446606759553488,27.124999999999993,21.149999999999995,8.0,0.0,0.0,0.0903398090632971,32.581188511790835,32.6136342908024,0.12068691551685333,32.6136342908024,32.6136342908024
286,adam,full_baac,0.017470840364694595,0.003248712280765176,0.0,0.0,1.9712415458035502,25.637499999999996,20.655,7.839999999999999,0.0,0.0,0.23641745529469568,31.03075245645297,31.161781066555747,0.12018076144158839,31.161781066555747,31.161781066555747
312,adam,full_baac,0.013706931844353676,0.0031959402840584517,0.0,0.0,2.1001478500843054,24.149999999999995,20.159999999999997,7.68,0.0,0.0,0.05659713570847263,30.1006493656356,30.238078236403588,0.12066967822611331,30.238078236403588,30.238078236403588
338,adam,full_baac,0.014420307241380215,0.0029440640937536955,0.0,0.0,2.2312228776723773,22.662499999999998,19.664999999999996,7.52,0.0,0.0,0.29097676817812074,28.957733067522827,29.167987662712573,0.12003441043198108,29.167987662712573,29.167987662712573
364,adam,full_baac,0.014528433792293072,0.0029264288023114204,0.0,0.0,2.364331857359327,21.174999999999997,19.169999999999998,7.359999999999999,0.0,0.019999999999999973,0.1316459469758985,28.426895777587045,28.642326037759613,0.11809321828186511,28.642326037759613,28.642326037759613
390,adam,full_baac,0.012424157932400703,0.0027924305759370327,0.0,0.0,2.4993575203308236,19.687500000000004,18.674999999999997,7.2,0.0,0.04,0.1356317436185922,27.734818003537512,27.86050889944253,0.1163803432136774,27.86050889944253,27.86050889944253
416,adam,full_baac,0.013170989230275154,0.0027276920154690742,0.0,0.0,2.636196799596872,18.2,18.18,7.04,0.0,0.06000000000000002,0.07715940041546904,26.658320301384407,26.749588959657405,0.1151396583765745,26.749588959657405,26.749588959657405
442,adam,full_baac,0.012227823957800865,0.0026438923086971045,0.0,0.0,2.7747583214050624,16.712500000000006,17.685000000000002,6.880000000000001,0.0,0.08,0.03355320798917578,25.98730856090048,26.01887762213379,0.1128394741564989,26.01887762213379,26.01887762213379
468,adam,full_baac,0.010867014527320862,0.0024450616911053658,0.0,0.0,2.9149604626997108,15.225,17.19,6.72,0.0,0.08000000000000002,0.05225169799200997,25.45932359381357,25.493676302492677,0.10885522514581679,25.493676302492677,25.493676302492677
494,adam,full_baac,0.010329240933060646,0.002389532048255205,0.0,0.0,3.056729822246334,13.737499999999999,16.695,6.559999999999999,0.0,0.08,0.08453706371383896,24.69998723379141,24.846606511597276,0.10696405619382858,24.846606511597276,24.846606511597276
520,adam,full_baac,0.01087194960564375,0.002213043160736561,0.0,0.0,3.2000000000000006,12.250000000000002,16.2,6.4,0.0,0.08000000000000002,0.09501423836174375,23.970854365092002,24.212660019527757,0.10389325022697447,24.212660019527757,24.212660019527757
528,lbfgs,full_baac,0.009771786630153656,0.002090547699481249,0.0,0.0,3.2000000000000006,12.250000000000002,16.2,6.4,0.0,0.08000000000000002,,23.524087109849315,24.028527164325258,0.10196354724466798,24.028527164325258,24.028527164325258
536,lbfgs,full_baac,0.010007473640143871,0.0021236282773315907,0.0,0.0,3.2000000000000006,12.250000000000002,16.2,6.4,0.0,0.08000000000000002,,22.680689099236414,23.00230986495606,0.10406091064214706,23.00230986495606,23.00230986495606
