Model,q50,q90,q95,q99
FDM,0.012825419958473416,0.21370645695767154,0.5090948076588282,23225.185403060506
Supervised,5.308176495789526,47.85862341401718,132.13369561091676,17312.365673748714
Differential,3.8455770254129686,42.635251690723294,133.81441098309256,17395.791822157546
PINN,2.578266433454721,7.150093141943058,9.957488827406529,22597.37306963493
