Sigma,Rho_d,B_d,T,Truth,V_FDM,AE_FDM,RE_FDM (%),Runtime_FDM (s),V_PINN,AE_PINN,RE_PINN (%),Runtime_PINN (s),V_Supervised,AE_Supervised,RE_Supervised (%),Runtime_Supervised (s),V_Differential,AE_Differential,RE_Differential (%),Runtime_Differential (s)
0.15,0.002,99.8,1.0,0.484456465282463,0.4842883808775091,0.00016808440495391652,0.034695461202188256,0.009764512499998546,0.35954785998910666,0.12490860529335635,25.783246637088514,0.0004418749999786087,0.29890304803848267,0.18555341724398033,38.30136050210624,0.0005757250000044678,0.3030737340450287,0.1813827312374343,37.4404604408168,0.0005705687500210388
0.15,0.15,85.0,1.0,11.57076715947774,11.570738927642555,2.823183518430028e-05,0.0002439927689770582,0.009764512499998546,13.55990618467331,1.9891390251955698,17.191072966722633,0.0004418749999786087,13.37523365020752,1.80446649072978,15.595046256302602,0.0005757250000044678,12.773263931274414,1.2024967717966746,10.392541438461084,0.0005705687500210388
0.25,0.002,99.8,1.0,0.3432783158381838,0.34323487968343164,4.3436154752163336e-05,0.012653334844637244,0.009764512499998546,0.33053699880838394,0.012741317029799859,3.7116579876745863,0.0004418749999786087,0.2631077170372009,0.08017059880098287,23.354402274142053,0.0005757250000044678,0.2606147229671478,0.08266359287103597,24.08063342683187,0.0005705687500210388
0.25,0.15,85.0,1.0,13.563142807937929,13.563126836452577,1.597148535203985e-05,0.0001177565227927206,0.009764512499998546,13.393014669418335,0.17012813851959407,1.2543415705983187,0.0004418749999786087,13.669693946838379,0.10655113890044987,0.7855932832771043,0.0005757250000044678,13.66793155670166,0.10478874876373112,0.7725993174855831,0.0005705687500210388
0.4,0.002,99.8,1.0,0.2784993330092931,0.2785055822735836,6.249264290492107e-06,0.002243906375984441,0.009764512499998546,0.2843202091753483,0.0058208761660552,2.0900862142603645,0.0004418749999786087,0.2164534628391266,0.062045870170166495,22.278642285966747,0.0005757250000044678,0.20246031880378723,0.07603901420550585,27.30312255458634,0.0005705687500210388
0.4,0.15,85.0,1.0,14.813006228919651,14.810986631388145,0.0020195975315058234,0.01363394776384281,0.009764512499998546,12.878580391407013,1.934425837512638,13.058968636196878,0.0004418749999786087,14.197098731994629,0.615907496925022,4.157883196744596,0.0005757250000044678,14.93802547454834,0.12501924562868894,0.8439829410494919,0.0005705687500210388
